date,open,high,low,close,volume
2025-11-05,201.88,218.94,201.87,216.5,10336159.0
2025-11-06,212.0,226.5,205.1801,207.69,10402516.0
2025-11-07,208.42,240.0,203.4,239.48,20552054.0
2025-11-10,247.0,270.91,247.0,267.95,15276390.0
2025-11-11,262.29,275.8699,255.87,271.58,12180833.0
2025-11-12,271.58,284.7599,267.05,283.1,13729801.0
2025-11-13,268.0,271.84,234.13,243.57,23274911.0
2025-11-14,236.0,270.4893,235.05,254.16,19464292.0
2025-11-17,253.4,282.7999,253.0,265.88,14211345.0
2025-11-18,257.15,260.6315,229.11,244.93,16433771.0
2025-11-19,251.11,256.98,233.785,245.96,12005381.0
2025-11-20,252.17,254.6,192.62,195.96,26590861.0
2025-11-21,205.37,205.5,183.0,200.27,20060979.0
2025-11-24,206.05,228.18,205.13,226.96,13798895.0
2025-11-25,228.4,229.0688,209.0001,220.5,14680569.0
2025-11-26,226.0,227.9999,205.4,215.04,43000870.0
2025-11-28,225.25,237.77,211.73,223.28,13309959.0
2025-12-01,211.84,215.3,205.24,210.17,10280863.0
2025-12-02,211.75,217.0,192.8,205.35,11095689.0
2025-12-03,196.695,199.18,187.7,194.38,9868133.0
2025-12-04,192.325,214.99,189.68,213.31,12166492.0
2025-12-05,212.4,229.45,211.25,228.47,8451271.0
2025-12-08,235.66,238.86,215.6,225.47,8710023.0
2025-12-09,222.27,224.3302,213.5,219.46,6298837.0
2025-12-10,218.0,234.17,215.2,232.86,6090297.0
2025-12-11,230.0,244.19,217.67,241.61,7621733.0
2025-12-12,232.11,236.0,204.8,206.18,12083076.0
2025-12-15,214.445,217.0,200.3418,201.87,6264976.0
2025-12-16,201.13,210.5,199.5,209.31,6638396.0
2025-12-17,215.99,221.99,205.52,206.83,8232300.0
2025-12-18,222.735,231.0,214.0,219.46,9924096.0
2025-12-19,222.29,243.71,221.0,237.61,10924800.0
2025-12-22,249.645,252.0,226.6,241.05,8663399.0
2025-12-23,238.42,245.5,234.0001,244.9,5304991.0
2025-12-24,244.9,261.37,244.5,250.08,5545313.0
2025-12-26,259.595,261.5,245.1,250.05,5553651.0
2025-12-29,241.555,250.0,236.01,244.25,5706129.0
2025-12-30,245.87,247.48,236.52,240.22,6616864.0
2025-12-31,241.415,241.8999,235.24,237.38,4180314.0
