date,turnover,vol_share,extension,momentum,rsi,volatility,basket_corr,score,close,dollar_vol,raw_turnover_ratio,raw_vol_share,raw_extension,raw_momentum_60d,raw_rsi14,raw_realized_vol20,raw_basket_corr
2025-06-23,,,,,71.6548,,26.3967,,46.95,84115103.55,0.8513,0.0033,0.254,-0.1078,71.6548,42.1297,0.264
2025-06-24,,,,,72.4786,,32.1298,,47.34,82408998.6,0.8672,0.0034,0.2535,-0.1048,72.4786,41.0441,0.3213
2025-06-25,,,,,71.9589,,30.7466,,47.25,111406097.25,0.8877,0.0035,0.2411,-0.0351,71.9589,41.0711,0.3075
2025-06-26,,,,,72.4087,,29.8543,,47.44,163653198.72,0.9241,0.0036,0.237,-0.0036,72.4087,41.1389,0.2985
2025-06-27,,,,,70.5485,,34.7621,,47.15,170865989.15,0.9571,0.0036,0.2206,-0.02,70.5485,41.4162,0.3476
2025-06-30,,,,,60.2093,,32.2432,,45.35,137608044.6,0.9388,0.0036,0.166,-0.0487,60.2093,43.3501,0.3224
2025-07-01,,,,,58.2185,,33.9671,,44.96,130083442.4,0.9618,0.0036,0.1479,0.1751,58.2185,43.296,0.3397
2025-07-02,,,,,62.4986,,26.4423,,46.21,162180834.08,0.9953,0.0037,0.17,0.5347,62.4986,42.8207,0.2644
2025-07-03,,,,,63.149,,23.9236,,46.41,65914080.96,0.9996,0.0037,0.1651,0.4743,63.149,42.1046,0.2392
2025-07-07,,,,,56.8326,,28.1459,,45.22,110619831.98,0.9727,0.0036,0.1269,0.3978,56.8326,42.8586,0.2815
2025-07-08,,,,,60.2508,,24.3144,,46.17,108366668.91,0.8807,0.0033,0.1426,0.2622,60.2508,43.0461,0.2431
2025-07-09,,,,,60.3575,,21.9904,,46.2,72773408.4,0.7698,0.0028,0.1359,0.4867,60.3575,37.2871,0.2199
2025-07-10,,,,,63.0307,,23.871,,46.95,81423178.35,0.7476,0.0027,0.146,0.4686,63.0307,37.2697,0.2387
2025-07-11,,,,,58.1856,,24.5716,,46.09,57249495.16,0.7225,0.0027,0.1179,0.3738,58.1856,35.5328,0.2457
2025-07-14,,,,,43.1809,,23.6929,,42.48,233096978.16,0.7644,0.0028,0.0252,0.2784,43.1809,46.5927,0.2369
2025-07-15,,,,,44.2109,,24.1098,,42.72,102448113.6,0.7629,0.0028,0.0259,0.3337,44.2109,45.5124,0.2411
2025-07-16,,,,,39.8071,,24.0689,,41.36,96719615.52,0.7564,0.0028,-0.01,0.3218,39.8071,44.4359,0.2407
2025-07-17,,,,,40.5572,,22.3171,,41.52,95084329.2,0.7493,0.0028,-0.0095,0.3928,40.5572,44.5093,0.2232
2025-07-18,,,,,43.7203,,22.6369,,42.19,70819627.72,0.7272,0.0027,0.0025,0.4244,43.7203,39.4962,0.2264
2025-07-21,,,,,41.654,,23.236,,41.61,90474162.57,0.6897,0.0026,-0.0144,0.3706,41.654,39.5848,0.2324
2025-07-22,,,,,40.7597,,26.9907,,41.36,76379801.52,0.6909,0.0026,-0.0225,0.2809,40.7597,39.2597,0.2699
2025-07-23,,,,,48.5612,,21.4711,,43.0,95492336.0,0.6977,0.0026,0.0137,0.309,48.5612,42.167,0.2147
2025-07-24,,,,,44.9105,,20.3761,,42.06,56657806.26,0.6848,0.0025,-0.0088,0.3034,44.9105,42.59,0.2038
2025-07-25,,,,,46.8337,,20.6151,,42.48,36924593.04,0.6496,0.0024,0.0009,0.2896,46.8337,42.8226,0.2062
2025-07-28,,,,,44.4843,,19.1095,,41.89,35662632.6,0.6112,0.0023,-0.013,0.3046,44.4843,42.928,0.1911
2025-07-29,,,,,49.3113,,20.9072,,42.93,51627145.77,0.5874,0.0023,0.0104,0.3173,49.3113,42.3613,0.2091
2025-07-30,,,,,51.3271,,18.6383,,43.39,57911070.96,0.5675,0.0021,0.0198,0.2613,51.3271,42.5584,0.1864
2025-07-31,,,,,49.1752,,10.6294,,42.92,79367492.32,0.5432,0.002,0.0068,0.2401,49.1752,41.2239,0.1063
2025-08-01,,,,,42.6595,,19.3539,,41.33,68671324.21,0.5468,0.0019,-0.031,0.2217,42.6595,42.8135,0.1935
2025-08-04,,,,,48.1503,,18.2504,,42.51,65466292.71,0.5349,0.0018,-0.0052,0.2156,48.1503,43.731,0.1825
2025-08-05,,,,,45.8274,,20.0053,,41.93,59659261.9,0.5217,0.0017,-0.0206,0.1438,45.8274,42.9406,0.2001
2025-08-06,,,,,46.6399,,20.4888,,42.1,65413590.7,0.5219,0.0017,-0.0189,0.1155,46.6399,43.0148,0.2049
2025-08-07,,,,,41.1296,,18.7764,,40.69,89805841.06,0.5265,0.0017,-0.0529,-0.0141,41.1296,43.4887,0.1878
2025-08-08,,,,,55.7155,,19.8317,,44.34,155935178.04,0.5591,0.0018,0.0293,0.0557,55.7155,54.3192,0.1983
2025-08-11,,,,,52.0263,,20.2626,,43.37,134235918.21,0.5268,0.0017,0.0046,0.0343,52.0263,46.2625,0.2026
2025-08-12,,,,,61.7543,,21.6229,,46.83,156398197.83,0.5445,0.0018,0.0802,0.1552,61.7543,53.5192,0.2162
2025-08-13,,,,,62.1839,,20.0714,,47.01,110402514.9,0.5503,0.0018,0.0795,0.1625,62.1839,51.7171,0.2007
2025-08-14,,,,,60.8347,,22.5558,,46.68,165683424.6,0.5733,0.0019,0.068,0.2037,60.8347,51.9326,0.2256
2025-08-15,,,,,52.8298,,23.819,,44.54,334919064.48,0.6546,0.0022,0.0168,0.1085,52.8298,55.0146,0.2382
2025-08-18,,,,,55.7043,,22.1945,,45.52,115699504.08,0.6642,0.0023,0.0362,0.1793,55.7043,55.0455,0.2219
2025-08-19,,,,,52.4055,,22.2023,,44.58,105785620.62,0.6755,0.0023,0.0123,0.1781,52.4055,55.6701,0.222
2025-08-20,,,,,51.7732,,19.5567,,44.4,67798578.0,0.6693,0.0022,0.007,0.191,51.7732,54.141,0.1956
2025-08-21,,,,,55.3208,,19.8208,,45.5,82003831.0,0.6802,0.0023,0.0301,0.1917,55.3208,53.9602,0.1982
2025-08-22,,,,,57.9552,,21.7023,,46.37,102397387.16,0.7039,0.0023,0.0469,0.2019,57.9552,54.1873,0.217
2025-08-25,,,,,59.1768,,21.1113,,46.78,61666612.28,0.7159,0.0023,0.0536,0.2119,59.1768,53.765,0.2111
2025-08-26,,,,,60.8785,,24.2404,,47.35,122058735.3,0.7406,0.0024,0.0641,0.2563,60.8785,53.3621,0.2424
2025-08-27,,,,,63.9715,,25.4664,,48.44,103915667.8,0.7578,0.0025,0.0865,0.2976,63.9715,53.7071,0.2547
2025-08-28,,,,,69.7192,,36.3065,,50.87,148502145.76,0.7811,0.0027,0.1376,0.3165,69.7192,55.4559,0.3631
2025-08-29,,,,,72.7965,,36.7943,,52.47,221838227.82,0.8296,0.003,0.1703,0.3177,72.7965,53.1729,0.3679
2025-09-02,,,,,66.4346,,27.1065,,51.07,103337489.36,0.8443,0.003,0.1368,0.3055,66.4346,54.5322,0.2711
2025-09-03,,,,,70.3071,,27.1816,,53.01,89568982.62,0.8569,0.0031,0.1768,0.354,70.3071,54.6963,0.2718
2025-09-04,,,,,81.5391,,34.1302,,62.51,636915265.14,1.0247,0.0037,0.3784,0.4947,81.5391,76.9554,0.3413
2025-09-05,,,,,85.3369,,31.7588,,68.55,620368931.25,1.1727,0.0043,0.4975,0.6482,85.3369,78.2857,0.3176
2025-09-08,,,,,86.3133,,33.8655,,70.495,413740512.62,1.2406,0.0046,0.5246,0.7523,86.3133,75.0478,0.3387
2025-09-09,,,,,86.3209,,35.7716,,70.51,237212773.93,1.2687,0.0047,0.5097,0.7073,86.3209,73.6658,0.3577
2025-09-10,,,,,87.9514,,35.6462,,73.92,299600938.56,1.3056,0.0048,0.5636,0.7393,87.9514,71.5935,0.3565
2025-09-11,,97.479,,,91.3365,,35.9419,69.351,84.3,857115107.7,1.4935,0.0057,0.754,0.9068,91.3365,80.8298,0.3594
2025-09-12,,98.3333,,,91.7753,78.9916,36.2385,72.5907,86.13,485918070.66,1.5693,0.006,0.7628,0.9535,91.7753,79.7605,0.3624
