date,close,score,pos
2023-08-08,67.65,52.99,1.0
2023-08-09,66.7,51.157,1.0
2023-08-10,65.44,45.671,1.0
2023-08-11,64.37,44.18,1.0
2023-08-14,68.28,56.83,1.0
2023-08-15,65.33,50.72,1.0
2023-08-16,64.22,48.717,1.0
2023-08-17,63.56,47.57,1.0
2023-08-18,63.59,44.979,1.0
2023-08-21,63.96,45.631,1.0
2023-08-22,63.41,43.487,1.0
2023-08-23,65.19,45.565,1.0
2023-08-24,63.69,37.41,1.0
2023-08-25,63.72,35.534,1.0
2023-08-28,65.31,40.054,1.0
2023-08-29,66.68,43.298,1.0
2023-08-30,68.09,47.142,1.0
2023-08-31,69.94,51.736,1.0
2023-09-01,70.39,53.313,1.0
2023-09-05,70.29,53.989,1.0
2023-09-06,70.41,52.575,1.0
2023-09-07,69.87,48.993,1.0
2023-09-08,70.18,48.87,1.0
2023-09-11,70.03,46.84,1.0
2023-09-12,70.31,44.409,1.0
2023-09-13,70.85,46.108,1.0
2023-09-14,71.79,48.762,1.0
2023-09-15,69.88,45.39,1.0
2023-09-18,70.5,47.267,1.0
2023-09-19,70.71,48.23,1.0
2023-09-20,69.68,46.142,1.0
2023-09-21,67.9,40.659,1.0
2023-09-22,68.88,43.665,1.0
2023-09-25,68.58,46.013,1.0
2023-09-26,67.94,45.65,1.0
2023-09-27,68.21,46.622,1.0
2023-09-28,65.2,42.024,1.0
2023-09-29,68.03,49.712,1.0
2023-10-02,67.96,49.557,1.0
2023-10-03,67.83,47.959,1.0
2023-10-04,68.11,48.074,1.0
2023-10-05,69.05,50.849,1.0
2023-10-06,69.96,52.067,1.0
2023-10-09,69.48,51.174,1.0
2023-10-10,69.07,48.493,1.0
2023-10-11,70.21,52.435,1.0
2023-10-12,69.75,51.2,1.0
2023-10-13,69.21,48.427,1.0
2023-10-16,69.08,46.85,1.0
2023-10-17,69.0,45.792,1.0
2023-10-18,69.14,44.925,1.0
2023-10-19,67.53,39.845,1.0
2023-10-20,67.22,36.701,1.0
2023-10-23,66.88,35.67,1.0
2023-10-24,68.07,39.301,1.0
2023-10-25,66.5,36.063,1.0
2023-10-26,64.53,33.069,1.0
2023-10-27,65.65,34.378,1.0
2023-10-30,66.07,34.479,1.0
2023-10-31,66.87,35.72,1.0
2023-11-01,69.4,45.008,1.0
2023-11-02,70.44,48.767,1.0
2023-11-03,72.58,54.409,1.0
2023-11-06,72.92,55.116,1.0
2023-11-07,72.8,52.415,1.0
2023-11-08,72.28,52.639,1.0
2023-11-09,73.57,56.617,1.0
2023-11-10,75.36,60.269,1.0
2023-11-13,74.78,59.331,1.0
2023-11-14,77.17,63.339,1.0
2023-11-15,77.14,63.467,1.0
2023-11-16,76.67,60.036,1.0
2023-11-17,77.56,60.909,1.0
2023-11-20,78.62,61.519,1.0
2023-11-21,76.71,61.11,1.0
2023-11-22,77.1,59.093,1.0
2023-11-24,76.87,54.757,1.0
2023-11-27,77.51,55.421,1.0
2023-11-28,76.12,55.575,1.0
2023-11-29,76.69,58.007,1.0
2023-11-30,76.12,53.84,1.0
2023-12-01,75.93,53.933,1.0
2023-12-04,74.29,49.532,1.0
2023-12-05,73.69,50.393,1.0
2023-12-06,73.13,48.33,1.0
2023-12-07,73.65,49.278,1.0
2023-12-08,74.96,50.999,1.0
2023-12-11,77.79,60.015,1.0
2023-12-12,78.16,60.109,1.0
2023-12-13,79.79,61.024,1.0
2023-12-14,82.19,64.284,1.0
2023-12-15,81.41,63.302,1.0
2023-12-18,81.56,63.615,1.0
2023-12-19,82.17,64.384,1.0
2023-12-20,78.69,61.521,1.0
2023-12-21,85.48,76.314,1.0
2023-12-22,86.49,77.178,1.0
2023-12-26,87.06,77.333,1.0
2023-12-27,86.66,75.535,1.0
2023-12-28,86.0,75.099,1.0
2023-12-29,85.34,73.225,1.0
2024-01-02,82.34,71.443,1.0
2024-01-03,82.26,70.974,1.0
2024-01-04,82.71,71.81,1.0
2024-01-05,83.45,71.856,1.0
2024-01-08,84.95,73.734,1.0
2024-01-09,83.33,72.718,1.0
2024-01-10,82.38,67.266,1.0
2024-01-11,83.39,68.44,1.0
2024-01-12,82.39,66.17,1.0
2024-01-16,84.61,69.127,1.0
2024-01-17,83.28,66.662,1.0
2024-01-18,84.82,70.118,1.0
2024-01-19,87.51,75.257,1.0
2024-01-22,89.24,72.172,1.0
2024-01-23,87.53,63.346,1.0
2024-01-24,88.08,63.021,1.0
2024-01-25,89.2,64.168,1.0
2024-01-26,88.05,63.897,1.0
2024-01-29,89.07,65.075,1.0
2024-01-30,86.16,62.28,1.0
2024-01-31,85.75,59.889,1.0
2024-02-01,85.61,57.76,1.0
2024-02-02,86.48,58.35,1.0
2024-02-05,86.98,57.847,1.0
2024-02-06,84.6,54.05,1.0
2024-02-07,85.17,54.192,1.0
2024-02-08,84.88,53.335,1.0
2024-02-09,85.56,54.58,1.0
2024-02-12,85.7,53.663,1.0
2024-02-13,81.53,46.558,1.0
2024-02-14,81.83,47.342,1.0
2024-02-15,81.63,46.517,1.0
2024-02-16,79.5,40.377,1.0
2024-02-20,80.71,41.792,1.0
2024-02-21,81.49,40.505,1.0
2024-02-22,85.91,53.352,1.0
2024-02-23,86.0,52.221,1.0
2024-02-26,89.46,61.256,1.0
2024-02-27,91.85,66.853,1.0
2024-02-28,89.71,62.605,1.0
2024-02-29,90.61,64.986,1.0
2024-03-01,95.15,73.853,1.0
2024-03-04,95.78,74.996,1.0
2024-03-05,94.47,74.511,1.0
2024-03-06,95.56,73.732,1.0
2024-03-07,98.98,76.096,1.0
2024-03-08,97.62,75.681,1.0
2024-03-11,94.51,75.708,1.0
2024-03-12,97.42,78.499,1.0
2024-03-13,94.16,71.879,1.0
2024-03-14,91.43,70.237,1.0
2024-03-15,93.25,72.806,1.0
2024-03-18,93.78,72.336,1.0
2024-03-19,94.0,73.281,1.0
2024-03-20,96.25,74.342,1.0
2024-03-21,109.85,87.457,1.0
2024-03-22,110.21,87.184,1.0
2024-03-25,117.13,88.029,1.0
2024-03-26,118.8,88.763,1.0
2024-03-27,119.25,89.113,1.0
2024-03-28,117.89,88.806,1.0
2024-04-01,124.3,88.991,1.0
2024-04-02,122.75,88.338,1.0
2024-04-03,128.01,88.062,1.0
2024-04-04,124.09,86.791,1.0
2024-04-05,123.58,86.332,1.0
2024-04-08,122.95,86.502,1.0
2024-04-09,122.63,85.777,1.0
2024-04-10,122.2,85.695,1.0
2024-04-11,127.51,86.189,1.0
2024-04-12,122.52,85.157,1.0
2024-04-15,121.37,85.056,1.0
2024-04-16,121.77,84.991,1.0
2024-04-17,116.33,83.679,1.0
2024-04-18,111.93,81.319,0.5
2024-04-19,106.77,72.604,0.5
2024-04-22,109.12,73.01,0.5
2024-04-23,112.46,75.554,0.5
2024-04-24,111.78,73.925,0.5
2024-04-25,111.58,72.027,0.5
2024-04-26,114.84,75.72,0.5
2024-04-29,114.36,72.955,0.5
2024-04-30,112.96,70.015,0.5
2024-05-01,109.7,62.484,0.5
2024-05-02,112.33,66.373,0.5
2024-05-03,114.7,70.542,0.5
2024-05-06,120.13,77.24,0.5
2024-05-07,119.21,76.143,1.0
2024-05-08,119.32,75.826,1.0
2024-05-09,117.81,71.966,1.0
2024-05-10,121.24,74.498,1.0
2024-05-13,123.0,75.212,1.0
2024-05-14,124.81,76.321,1.0
2024-05-15,127.81,74.534,1.0
2024-05-16,127.89,71.589,1.0
2024-05-17,125.29,67.614,1.0
2024-05-20,129.0,70.201,1.0
2024-05-21,127.5,68.563,1.0
2024-05-22,126.28,64.914,1.0
2024-05-23,126.27,65.034,1.0
2024-05-24,129.49,67.146,1.0
2024-05-28,132.67,68.716,1.0
2024-05-29,131.58,67.12,1.0
2024-05-30,126.29,62.393,1.0
2024-05-31,125.0,60.968,1.0
2024-06-03,128.17,63.634,1.0
2024-06-04,126.64,59.78,1.0
2024-06-05,133.71,70.361,1.0
2024-06-06,130.07,67.43,1.0
2024-06-07,130.94,69.05,1.0
2024-06-10,134.82,72.533,1.0
2024-06-11,135.07,72.071,1.0
2024-06-12,140.75,76.138,1.0
2024-06-13,143.14,76.746,1.0
2024-06-14,141.36,76.079,1.0
2024-06-17,147.83,77.098,1.0
2024-06-18,153.45,78.626,1.0
2024-06-20,144.19,78.942,1.0
2024-06-21,139.54,76.555,1.0
2024-06-24,139.01,76.037,1.0
2024-06-25,141.12,77.778,1.0
2024-06-26,142.36,76.567,1.0
2024-06-27,132.23,67.075,1.0
2024-06-28,131.53,63.225,1.0
2024-07-01,131.52,63.956,1.0
2024-07-02,132.59,64.663,1.0
2024-07-03,136.82,70.062,1.0
2024-07-05,131.6,61.744,1.0
2024-07-08,130.69,58.901,1.0
2024-07-09,131.14,56.991,1.0
2024-07-10,136.39,66.659,1.0
2024-07-11,130.23,59.721,1.0
2024-07-12,133.55,62.325,1.0
2024-07-15,130.87,59.717,1.0
2024-07-16,127.49,57.341,1.0
2024-07-17,119.5,56.159,1.0
2024-07-18,117.45,52.483,1.0
2024-07-19,114.26,48.366,1.0
2024-07-22,115.28,48.402,1.0
2024-07-23,114.25,47.715,1.0
2024-07-24,110.28,44.178,1.0
2024-07-25,107.45,44.9,1.0
2024-07-26,109.41,44.817,1.0
2024-07-29,107.85,44.67,1.0
2024-07-30,102.56,43.688,1.0
2024-07-31,109.82,50.252,1.0
2024-08-01,101.51,47.82,1.0
2024-08-02,92.7,48.594,1.0
2024-08-05,90.42,47.757,1.0
2024-08-06,89.0,47.355,1.0
2024-08-07,86.8,46.236,1.0
2024-08-08,92.07,47.273,1.0
2024-08-09,93.08,47.721,1.0
2024-08-12,94.64,48.014,1.0
2024-08-13,97.44,48.792,1.0
2024-08-14,100.41,48.024,1.0
2024-08-15,106.95,49.512,1.0
2024-08-16,107.99,50.139,1.0
2024-08-19,108.65,49.609,1.0
2024-08-20,107.99,49.686,1.0
2024-08-21,108.33,49.495,1.0
2024-08-22,104.26,47.983,1.0
2024-08-23,102.85,47.303,1.0
2024-08-26,98.91,46.977,1.0
2024-08-27,97.86,46.198,1.0
2024-08-28,94.86,44.772,1.0
2024-08-29,95.57,43.487,1.0
2024-08-30,96.24,40.099,1.0
2024-09-03,88.58,40.298,1.0
2024-09-04,89.29,38.447,1.0
2024-09-05,89.39,37.418,1.0
2024-09-06,86.38,36.638,1.0
2024-09-09,86.27,37.149,1.0
2024-09-10,86.85,36.793,1.0
2024-09-11,90.65,37.842,1.0
2024-09-12,87.21,35.978,1.0
2024-09-13,91.22,35.329,1.0
2024-09-16,87.18,35.099,1.0
2024-09-17,88.73,35.759,1.0
2024-09-18,87.35,35.286,1.0
2024-09-19,89.25,35.089,1.0
2024-09-20,90.9,36.137,1.0
2024-09-23,93.57,37.918,1.0
2024-09-24,94.0,37.854,1.0
2024-09-25,95.77,41.229,1.0
2024-09-26,109.88,66.298,1.0
2024-09-27,107.5,65.282,1.0
2024-09-30,103.71,62.403,1.0
2024-10-01,100.31,58.014,1.0
2024-10-02,99.85,58.312,1.0
2024-10-03,101.82,60.765,1.0
2024-10-04,102.25,61.222,1.0
2024-10-07,102.91,62.046,1.0
2024-10-08,102.54,61.106,1.0
2024-10-09,101.7,59.708,1.0
2024-10-10,105.69,65.572,1.0
2024-10-11,106.92,66.568,1.0
2024-10-14,108.34,67.247,1.0
2024-10-15,104.32,62.227,1.0
2024-10-16,109.24,67.451,1.0
2024-10-17,112.05,70.472,1.0
2024-10-18,111.15,71.785,1.0
2024-10-21,109.08,68.591,1.0
2024-10-22,107.82,68.045,1.0
2024-10-23,105.05,61.833,1.0
2024-10-24,106.85,49.584,1.0
2024-10-25,107.91,52.455,1.0
2024-10-28,106.39,51.686,1.0
2024-10-29,108.18,50.781,1.0
2024-10-30,104.08,44.362,1.0
2024-10-31,99.65,39.287,1.0
2024-11-01,99.73,36.804,1.0
2024-11-04,101.73,39.841,1.0
2024-11-05,105.49,47.026,1.0
2024-11-06,111.83,56.277,1.0
2024-11-07,113.41,55.449,1.0
2024-11-08,111.9,50.095,1.0
2024-11-11,108.65,45.973,1.0
2024-11-12,104.1,39.973,1.0
2024-11-13,99.92,34.703,1.0
2024-11-14,99.18,32.974,1.0
2024-11-15,96.34,31.117,1.0
2024-11-18,97.51,31.932,1.0
2024-11-19,97.73,32.995,1.0
2024-11-20,98.37,34.706,1.0
2024-11-21,102.76,44.078,1.0
2024-11-22,102.64,43.406,1.0
2024-11-25,104.48,46.714,1.0
2024-11-26,101.8,46.298,1.0
2024-11-27,98.2,42.504,1.0
2024-11-29,97.95,41.232,1.0
2024-12-02,98.55,43.206,1.0
2024-12-03,99.84,43.572,1.0
2024-12-04,103.2,47.127,1.0
2024-12-05,100.87,38.995,1.0
2024-12-06,101.17,40.383,1.0
2024-12-09,102.82,41.04,1.0
2024-12-10,98.1,38.22,1.0
2024-12-11,102.055,40.792,1.0
2024-12-12,98.24,35.585,1.0
2024-12-13,102.5,41.074,1.0
2024-12-16,108.26,51.396,1.0
2024-12-17,108.6,51.319,1.0
2024-12-18,103.9,47.062,1.0
2024-12-19,87.09,42.857,1.0
2024-12-20,90.12,43.754,1.0
2024-12-23,89.72,44.122,1.0
2024-12-24,89.28,43.168,1.0
2024-12-26,89.82,43.308,1.0
2024-12-27,88.63,42.165,1.0
2024-12-30,85.31,41.939,1.0
2024-12-31,84.16,41.292,1.0
2025-01-02,87.33,42.753,1.0
2025-01-03,89.87,45.428,1.0
2025-01-06,99.26,53.574,1.0
2025-01-07,101.91,56.693,1.0
2025-01-08,99.41,53.706,1.0
2025-01-10,99.34,53.132,1.0
2025-01-13,95.06,50.029,1.0
2025-01-14,97.36,51.421,1.0
2025-01-15,103.19,58.911,1.0
2025-01-16,102.6,57.343,1.0
2025-01-17,105.75,61.416,1.0
2025-01-21,109.38,64.74,1.0
2025-01-22,109.23,59.951,1.0
2025-01-23,104.84,51.384,1.0
2025-01-24,103.19,49.35,1.0
2025-01-27,91.11,42.397,1.0
2025-01-28,88.25,42.307,1.0
2025-01-29,89.01,43.202,1.0
2025-01-30,92.5,44.471,1.0
2025-01-31,91.24,44.61,1.0
2025-02-03,89.92,44.31,1.0
2025-02-04,90.66,43.83,1.0
2025-02-05,93.6,43.526,1.0
2025-02-06,94.54,42.73,1.0
2025-02-07,92.3,39.695,1.0
2025-02-10,95.93,43.302,1.0
2025-02-11,94.08,41.19,1.0
2025-02-12,91.68,39.9,1.0
2025-02-13,95.66,43.664,1.0
2025-02-14,99.52,50.509,1.0
2025-02-18,106.79,62.47,1.0
2025-02-19,104.36,57.262,1.0
2025-02-20,103.18,55.024,1.0
2025-02-21,98.84,46.941,1.0
2025-02-24,95.41,41.813,1.0
2025-02-25,93.22,35.062,1.0
2025-02-26,97.71,40.135,1.0
2025-02-27,91.82,35.018,1.0
2025-02-28,93.63,36.109,1.0
2025-03-03,90.54,33.41,1.0
2025-03-04,91.2,33.012,1.0
2025-03-05,94.34,35.411,1.0
2025-03-06,89.27,31.478,1.0
2025-03-07,92.96,34.938,1.0
2025-03-10,87.08,31.726,1.0
2025-03-11,89.05,33.061,1.0
2025-03-12,95.64,40.205,1.0
2025-03-13,94.88,40.062,1.0
2025-03-14,100.79,47.051,1.0
2025-03-17,103.11,48.645,1.0
2025-03-18,101.72,44.455,1.0
2025-03-19,102.06,45.658,1.0
2025-03-20,103.0,54.455,1.0
2025-03-21,94.72,42.498,1.0
2025-03-24,96.94,47.9,1.0
2025-03-25,94.18,43.329,1.0
2025-03-26,92.13,40.643,1.0
2025-03-27,91.16,39.43,1.0
2025-03-28,88.44,39.54,1.0
2025-03-31,86.89,39.815,1.0
2025-04-01,88.71,39.744,1.0
2025-04-02,88.6,38.888,1.0
2025-04-03,74.34,36.418,1.0
2025-04-04,64.72,36.897,1.0
2025-04-07,68.37,36.876,1.0
2025-04-08,65.54,36.508,1.0
2025-04-09,77.87,40.399,1.0
2025-04-10,70.05,37.372,1.0
2025-04-11,69.55,36.764,1.0
2025-04-14,71.02,37.396,1.0
2025-04-15,71.04,37.054,1.0
2025-04-16,69.33,36.717,1.0
2025-04-17,68.8,35.729,1.0
2025-04-21,66.74,34.054,1.0
2025-04-22,70.21,34.667,1.0
2025-04-23,72.93,36.684,1.0
2025-04-24,77.42,39.058,1.0
2025-04-25,79.78,40.285,1.0
2025-04-28,78.56,39.216,1.0
2025-04-29,76.88,38.322,1.0
2025-04-30,76.95,38.228,1.0
2025-05-01,77.77,38.892,1.0
2025-05-02,80.72,38.364,1.0
2025-05-05,80.42,36.911,1.0
2025-05-06,80.51,36.695,1.0
2025-05-07,82.62,37.567,1.0
2025-05-08,85.15,33.933,1.0
2025-05-09,85.86,29.544,1.0
2025-05-12,92.29,42.44,1.0
2025-05-13,96.93,45.841,1.0
2025-05-14,95.32,47.518,1.0
2025-05-15,95.45,47.114,1.0
2025-05-16,98.0,48.64,1.0
2025-05-19,98.65,48.522,1.0
2025-05-20,98.1,47.918,1.0
2025-05-21,95.84,47.809,1.0
2025-05-22,94.83,43.839,1.0
2025-05-23,93.37,43.492,1.0
2025-05-27,96.38,45.651,1.0
2025-05-28,96.18,46.494,1.0
2025-05-29,96.8,47.748,1.0
2025-05-30,94.46,45.541,1.0
2025-06-02,98.18,51.007,1.0
2025-06-03,102.25,53.264,1.0
2025-06-04,103.25,56.856,1.0
2025-06-05,106.29,58.515,1.0
2025-06-06,108.56,57.388,1.0
2025-06-09,110.95,59.45,1.0
2025-06-10,114.14,55.641,1.0
2025-06-11,116.03,54.447,1.0
2025-06-12,116.18,52.616,1.0
2025-06-13,115.6,52.21,1.0
2025-06-16,119.84,54.401,1.0
2025-06-17,120.34,57.218,1.0
2025-06-18,121.82,57.535,1.0
2025-06-20,123.6,58.197,1.0
2025-06-23,122.08,58.65,1.0
2025-06-24,127.91,61.91,1.0
2025-06-25,127.25,62.729,1.0
2025-06-26,126.0,65.116,1.0
2025-06-27,124.76,66.068,1.0
2025-06-30,123.25,64.749,1.0
2025-07-01,120.89,65.954,1.0
2025-07-02,121.74,64.298,1.0
2025-07-03,122.29,64.025,1.0
2025-07-07,119.92,63.802,1.0
2025-07-08,124.42,65.038,1.0
2025-07-09,122.24,64.335,1.0
2025-07-10,123.11,64.068,1.0
2025-07-11,124.53,63.879,1.0
2025-07-14,118.61,62.582,1.0
2025-07-15,120.11,63.283,1.0
2025-07-16,116.43,59.578,1.0
2025-07-17,113.26,56.572,1.0
2025-07-18,114.39,56.863,1.0
2025-07-21,113.23,54.805,1.0
2025-07-22,109.22,52.036,1.0
2025-07-23,109.83,49.167,1.0
2025-07-24,111.73,49.352,1.0
2025-07-25,111.26,46.771,1.0
2025-07-28,111.25,45.642,1.0
2025-07-29,111.96,46.012,1.0
2025-07-30,114.74,46.762,1.0
2025-07-31,109.14,41.238,1.0
2025-08-01,104.88,40.783,1.0
2025-08-04,107.77,42.681,1.0
2025-08-05,109.06,41.15,1.0
2025-08-06,108.78,40.109,1.0
2025-08-07,111.87,42.008,1.0
2025-08-08,118.89,50.664,1.0
2025-08-11,123.72,55.08,1.0
2025-08-12,127.75,58.89,1.0
2025-08-13,124.27,53.444,1.0
2025-08-14,125.29,52.667,1.0
2025-08-15,120.87,48.838,1.0
2025-08-18,123.55,50.606,1.0
2025-08-19,122.05,47.831,1.0
2025-08-20,117.21,44.771,1.0
2025-08-21,115.79,42.664,1.0
2025-08-22,117.68,44.838,1.0
2025-08-25,116.42,43.172,1.0
2025-08-26,116.5,44.065,1.0
2025-08-27,117.75,44.393,1.0
2025-08-28,122.0,47.281,1.0
2025-08-29,119.01,43.755,1.0
2025-09-02,118.48,40.776,1.0
2025-09-03,118.72,40.173,1.0
2025-09-04,124.2,47.067,1.0
2025-09-05,131.37,55.322,1.0
2025-09-08,131.46,52.981,1.0
2025-09-09,135.24,54.412,1.0
2025-09-10,140.0,56.955,1.0
2025-09-11,150.57,63.386,1.0
2025-09-12,157.23,67.435,1.0
2025-09-15,157.77,65.572,1.0
2025-09-16,158.82,65.648,1.0
2025-09-17,159.99,65.916,1.0
2025-09-18,168.89,66.301,1.0
2025-09-19,162.73,65.882,1.0
2025-09-22,164.62,67.312,1.0
2025-09-23,166.41,69.67,1.0
2025-09-24,161.71,71.443,1.0
2025-09-25,156.83,71.841,1.0
2025-09-26,157.27,72.146,1.0
2025-09-29,163.9,74.147,1.0
2025-09-30,167.32,74.898,1.0
2025-10-01,182.15,80.115,1.0
2025-10-02,183.75,80.094,1.0
2025-10-03,187.83,80.356,1.0
2025-10-06,190.96,80.619,1.0
2025-10-07,185.69,80.475,1.0
2025-10-08,196.54,81.833,1.0
2025-10-09,192.33,80.248,1.0
2025-10-10,181.6,76.693,1.0
2025-10-13,192.77,78.501,1.0
2025-10-14,187.06,77.893,1.0
2025-10-15,191.94,79.134,1.0
2025-10-16,202.53,81.061,1.0
2025-10-17,202.38,80.149,1.0
2025-10-20,206.77,80.601,1.0
2025-10-21,202.29,78.92,1.0
2025-10-22,198.47,76.906,1.0
2025-10-23,206.71,77.369,1.0
2025-10-24,219.02,79.781,1.0
2025-10-27,220.1,79.318,1.0
2025-10-28,221.91,79.675,1.0
2025-10-29,226.63,78.447,1.0
2025-10-30,224.01,76.876,1.0
2025-10-31,223.77,75.416,1.0
2025-11-03,234.7,77.003,1.0
2025-11-04,218.03,75.738,1.0
2025-11-05,237.5,79.075,1.0
2025-11-06,238.33,78.922,1.0
2025-11-07,237.92,78.028,1.0
2025-11-10,253.3,81.181,1.0
2025-11-11,241.11,78.762,1.0
2025-11-12,244.9,78.922,1.0
2025-11-13,236.95,77.717,1.0
2025-11-14,246.83,79.113,1.0
2025-11-17,241.95,78.464,1.0
2025-11-18,228.5,78.032,1.0
2025-11-19,225.92,77.332,1.0
2025-11-20,201.37,68.396,1.0
2025-11-21,207.37,69.325,1.0
2025-11-24,223.93,76.981,1.0
2025-11-25,224.53,76.342,1.0
2025-11-26,230.26,77.622,1.0
2025-11-28,236.48,78.77,1.0
2025-12-01,240.46,79.396,1.0
2025-12-02,239.49,77.721,1.0
2025-12-03,234.16,74.369,1.0
2025-12-04,226.65,70.302,1.0
2025-12-05,237.22,73.661,1.0
2025-12-08,246.92,76.06,1.0
2025-12-09,252.42,75.598,1.0
2025-12-10,263.71,76.678,1.0
