date,MU,SNDK,WDC,SK_HYNIX,SAMSUNG,THEME
2026-01-19,83.11,70.48,80.29,67.8,84.55,77.25
2026-01-20,82.41,74.28,80.71,67.81,84.01,77.85
2026-01-21,83.79,77.35,82.31,66.86,84.74,79.01
2026-01-22,83.77,76.82,82.56,66.58,84.64,78.87
2026-01-23,84.07,73.76,82.24,67.6,85.26,78.59
2026-01-26,83.32,73.34,83.11,65.51,84.96,78.05
2026-01-27,84.86,72.9,83.46,74.46,86.05,80.35
2026-01-28,86.61,77.43,86.89,75.13,86.35,82.48
2026-01-29,86.74,78.28,87.33,74.87,85.63,82.57
2026-01-30,84.5,80.66,81.94,77.22,84.29,81.72
2026-02-02,83.12,81.4,83.51,77.13,79.48,80.93
2026-02-03,81.48,80.98,84.54,80.1,85.86,82.59
2026-02-04,76.36,73.8,80.56,79.42,85.25,79.08
2026-02-05,77.07,70.76,79.47,77.58,83.28,77.63
2026-02-06,76.65,69.69,80.37,76.15,82.34,77.04
2026-02-09,75.03,66.94,80.64,79.29,83.47,77.07
2026-02-10,74.33,64.07,77.63,78.71,82.91,75.53
2026-02-11,78.93,69.8,80.76,77.47,82.92,77.97
2026-02-12,78.64,70.98,82.21,78.51,84.87,79.04
2026-02-13,78.53,69.65,81.04,77.97,84.77,78.39
2026-02-17,77.04,68.08,82.3,77.97,84.77,78.03
2026-02-18,79.6,67.65,83.74,77.97,84.77,78.75
2026-02-19,78.51,69.68,81.65,78.12,84.6,78.51
2026-02-20,79.1,70.56,81.25,80.27,83.15,78.87
2026-02-23,77.34,68.75,78.81,79.77,82.74,77.48
2026-02-24,76.47,67.26,75.36,80.44,82.36,76.38
2026-02-25,76.54,67.0,79.77,80.27,81.96,77.11
2026-02-26,72.76,66.17,75.46,81.37,81.84,75.52
2026-02-27,71.33,65.32,73.75,79.46,81.44,74.26
2026-03-02,70.5,64.49,69.97,79.46,81.44,73.17
2026-03-03,65.18,61.63,65.79,76.01,79.79,69.68
2026-03-04,69.57,61.65,67.84,68.03,75.45,68.51
2026-03-05,63.38,54.02,64.82,73.55,77.65,66.68
2026-03-06,60.74,51.85,60.88,72.49,78.01,64.79
2026-03-09,62.86,56.88,64.4,62.94,73.21,64.06
2026-03-10,65.19,58.4,65.0,72.13,76.65,67.48
2026-03-11,67.82,60.34,63.35,71.66,76.17,67.87
2026-03-12,62.48,58.57,60.47,69.25,75.74,65.3
2026-03-13,67.31,61.41,64.04,66.24,74.04,66.61
2026-03-16,70.99,63.14,67.02,71.44,75.01,69.52
2026-03-17,73.6,62.86,75.97,70.52,75.62,71.71
2026-03-18,71.28,62.84,71.39,74.11,76.42,71.21
2026-03-19,68.56,61.98,73.03,71.7,74.49,69.95
2026-03-20,65.24,59.22,67.72,71.2,74.45,67.56
2026-03-23,62.68,57.89,67.57,65.22,70.87,64.85
2026-03-24,60.02,56.8,68.15,69.58,72.14,65.34
2026-03-25,58.27,54.24,66.54,70.36,71.72,64.23
2026-03-26,56.63,49.2,60.22,65.59,68.07,59.94
2026-03-27,57.26,50.57,60.68,64.34,67.49,60.07
2026-03-30,55.43,46.07,57.09,60.86,64.68,56.82
2026-03-31,53.8,48.5,57.79,52.9,55.99,53.79
2026-04-01,60.97,54.6,68.2,61.06,69.4,62.85
2026-04-02,59.56,52.86,66.1,54.89,62.01,59.08
2026-04-03,59.56,52.86,66.1,57.87,64.37,60.15
2026-04-06,60.59,53.93,68.71,56.53,66.55,61.26
2026-04-07,62.08,52.82,71.16,58.41,68.35,62.56
2026-04-08,67.99,57.36,76.55,70.41,74.9,69.44
2026-04-09,70.18,60.31,74.93,67.35,72.92,69.14
2026-04-10,69.92,59.77,75.69,68.88,72.97,69.45
2026-04-13,70.84,63.26,76.11,69.38,70.27,69.97
2026-04-14,77.92,61.85,78.17,73.33,72.33,72.72
2026-04-15,74.98,60.13,76.12,74.24,73.19,71.73
2026-04-16,75.22,59.68,75.06,75.39,74.55,71.98
2026-04-17,73.55,59.16,75.94,74.27,74.02,71.39
2026-04-20,70.54,57.9,74.74,76.44,73.41,70.61
2026-04-21,69.56,57.13,76.88,78.67,73.72,71.19
2026-04-22,76.24,60.21,76.99,77.45,72.09,72.6
2026-04-23,74.12,57.6,77.41,76.94,73.86,71.99
2026-04-24,72.07,55.32,72.78,75.46,70.35,69.2
2026-04-27,74.88,57.51,72.21,77.06,70.37,70.41
2026-04-28,67.85,53.76,69.87,73.9,67.32,66.54
2026-04-29,68.65,54.38,72.47,71.66,67.36,66.9
2026-04-30,66.03,52.51,70.05,66.07,61.75,63.28
2026-05-01,69.43,56.06,71.08,66.07,61.75,64.88
2026-05-04,72.26,58.63,72.67,74.17,67.8,69.1
2026-05-05,77.91,63.33,73.88,74.17,67.8,71.42
2026-05-06,77.81,62.31,71.83,77.89,75.79,73.13
2026-05-07,78.82,60.87,74.36,79.53,77.55,74.23
2026-05-08,82.44,67.37,73.25,76.58,75.16,74.96
2026-05-11,84.48,65.65,76.72,79.71,77.41,76.79
2026-05-12,84.69,63.12,75.74,81.85,78.6,76.8
2026-05-13,85.59,62.16,75.74,84.19,79.21,77.38
2026-05-14,84.78,59.29,73.67,84.91,80.39,76.61
2026-05-15,84.01,59.11,74.32,85.09,77.82,76.07
2026-05-18,81.81,56.84,70.34,85.39,79.78,74.83
2026-05-19,82.81,57.78,69.49,83.69,77.95,74.35
2026-05-20,84.17,57.54,70.35,83.2,78.24,74.7
2026-05-21,85.68,62.76,73.94,86.69,83.77,78.57
2026-05-22,85.92,60.65,74.37,86.32,82.01,77.85
2026-05-26,89.42,64.06,79.68,87.61,82.56,80.67
2026-05-27,89.41,62.44,79.66,88.25,81.88,80.33
2026-05-28,89.35,64.84,79.37,88.87,80.66,80.62
2026-05-29,89.5,64.78,78.03,89.25,86.08,81.53
2026-06-01,90.44,66.26,78.68,89.78,89.0,82.83
2026-06-02,90.59,64.9,79.28,89.78,89.27,82.76
2026-06-03,90.2,64.1,80.01,89.78,89.27,82.67
2026-06-04,89.1,60.99,78.69,88.87,89.01,81.33
2026-06-05,88.18,57.0,74.4,87.67,88.35,79.12
2026-06-08,88.66,56.04,74.69,84.4,83.28,77.41
2026-06-09,87.66,54.54,71.4,87.93,85.75,77.45
2026-06-10,85.73,52.09,65.64,85.55,83.06,74.41
2026-06-11,87.93,59.12,68.85,85.86,82.29,76.81
2026-06-12,87.25,60.08,74.41,85.61,84.53,78.38
2026-06-15,88.85,62.91,83.14,87.12,85.9,81.58
2026-06-16,86.95,59.58,84.15,86.36,84.26,80.26
2026-06-17,87.38,59.11,85.84,87.84,84.42,80.92
2026-06-18,88.51,64.95,87.51,88.63,86.05,83.13
2026-06-19,88.51,64.95,87.51,88.87,85.18,83.0
2026-06-22,89.11,65.25,87.68,88.82,84.03,82.98
2026-06-23,87.7,63.43,86.77,87.69,80.02,81.12
2026-06-24,86.02,60.73,84.36,87.2,84.41,80.54
2026-06-25,89.33,71.18,85.95,89.42,85.85,84.35
2026-06-26,88.67,67.96,78.42,87.85,84.66,81.51
2026-06-29,88.02,65.29,83.44,86.55,81.37,80.93
2026-06-30,87.52,68.57,81.8,86.1,81.48,81.09
2026-07-01,82.8,64.52,77.15,85.38,76.74,77.32
2026-07-02,81.12,57.48,70.43,77.23,68.64,70.98
2026-07-03,81.12,57.48,70.43,81.94,74.16,73.03
2026-07-06,80.31,55.58,73.27,79.84,75.68,72.94
2026-07-07,77.27,49.77,66.64,74.43,66.7,66.96
2026-07-08,77.38,53.57,68.32,71.47,62.72,66.69
2026-07-09,77.38,53.57,68.32,73.63,62.36,67.05
